cutci	gismu	cuc			x_1 は x_2 （足／ひづめ）を覆う／守るための x_3 （素材）の靴	「ブーツ (={tupcutci})」「サンダル」「下駄」「草履」も。 靴 	{smoka}, {taxfu}, {skiji}
cutne	gismu	cut			x_1 は x_2 （本体）の胸／胸腔	胸 	{cnebo}, {betfu}, {xadni}, {tanxe}
cuxna	gismu	cux	cu'a		x_1 は x_2 （選択肢）を x_3 （集合）から選ぶ	選ぶ 	{jdice}, {pajni}, {nelci}
dacru	gismu	dac			x_1 は x_2 （構造）・ x_3 （内容）の引き出し／たんす	「ファイル」も。 引き出し 	{nilce}, {tanxe}
dacti	gismu	dai			x_1 は時空間内の存在／物体；x_1 は物	物体 ・語呂合わせ： 物体出していい 	{marji}, {xanri}
dadjo	gismu	daj			x_1 は x_2 （性質面）に関して道教／タオイズム系	道教 	{lijda}, {jegvo}
dakfu	gismu	dak			x_1 は x_2 （用途）・ x_3 （素材）のナイフ／包丁／刀／剣	ナイフ 	{denci}, {balre}, {katna}, {tunta}, {forca}, {smuci}, {kinli}
dakli	gismu				x_1 は x_2 （内容）・ x_3 （素材）の鞄／バッグ／リュックサック	「買い物袋」も。 鞄（かばん） 	{daski}, {bakfu}
damba	gismu	dab	da'a		x_1 は x_2 と、 x_3 （事）に関して格闘する／戦う；x_1 は戦士／格闘家	「jamna」と違い、とくに個体同士の物理的戦闘を表す。 格闘 	{bradi}, {gunta}, {talsa}, {darlu}, {fapro}, {jamna}, {sonci}
damri	gismu				x_1 は x_2 （ばち）による打楽器（太鼓／ドラムス／シンバル）	打楽器 	{rilti}, {zgike}
dandu	gismu	dad			x_1 は x_2 （対象本体）・ x_3 （対象箇所）に掛かる／ぶらさがる	掛かる 	{lasna}, {jorne}
danfu	gismu	daf			x_1 は x_2 （質問／問題）に対する解答／回答／返答	答 	{ciksi}, {frati}, {preti}, {nabmi}, {spuda}（答える）, {cpedu}
danlu	gismu	dal	da'u		x_1 は x_2 （種類）の動物	動物 	{banfi}, {cinki}, {cipni}, {finpe}, {jukni}, {respa}, {since}, {mabru}, {bakni}
danmo	gismu	dam			x_1 は x_2 （起源）の煙／スモッグ／大気汚染	x2 は燃焼物など。 煙 	{pulce}, {gapci}, {sigja}, {bumru}
danre	gismu	da'e			x_1 （力）は x_2 を圧する；x_1 は圧力	圧力 	{catke}, {bapli}, {prina}, {tinsa}
dansu	gismu				x_1 は x_2 （音楽／リズム）に合わせて踊る；x_1 は x_2 にノる	踊る 	{bende}, {zgike}, {zajba}
danti	gismu	dan			x_1 は x_2 （装置）で撃つ弾頭／弾丸	弾頭 	{cecla}, {renro}, {jakne}
daplu	gismu	plu			x_1 は x_2 （特性）の島／環礁；x_1 は島国的	「環状珊瑚礁」も。 島 	{lalxu}, {rirxe}, {xamsi}, {dirgo}
dapma	gismu	dap			x_1 は x_2 を x_3 （運命）に呪いつける	単に言葉による冒涜や罵りも。 呪う 	{mabla}, {dimna}, {cnemu}, {sfasa}, {dunda}, {cusku}, {cirko}, {jdima}
dargu	gismu	dag			x_1 は x_2 （終点）・ x_3 （起点）・ x_4 （経路）の道路／車道	移動に特化した、舗装された通路全般 道路 	{naxle}, {tcana}, {pluta}, {klaji}
darlu	gismu	dau			x_1 は x_2 （観点）を x_3 （観点）に対して論理的・倫理的な根拠から擁護／主張する	「xusra」と違い、 x2 は真実性を評価されるものだけでなく倫理上の正当性を評価されるものも。 x2 , x3 は純粋な観点であり、対人間の論争とは限らない。 擁護 	{fapro}, {jamna}, {sarji}, {talsa}, {sumti}, {tugni}, {casnu}, {damba}, {bradi}, {tavla}
darno	gismu	dar	da'o		x_1 は x_2 から x_3 （性質）に関して遠い	遠い 	{jibni}
darsi	gismu				x_1 （者）は x_2 （事／行為）に関して大胆に振舞う／ずぶとさをみせる／厚かましい；x_1 はあえて／思い切って x_2 をする	大胆 	{virnu}
darxi	gismu	dax	da'i		x_1 は x_2 （対象本体）・ x_3 （対象箇所）を x_4 で打つ／叩く	x3は「手」「指」「足」などの肉体部分も。 叩く 	{bikla}, {gunta}, {jenca}, {tunta}, {tikpa}, {janli}, {jgari}, {pencu}
daski	gismu				x_1 は x_2 （物）のためのポケット／ポーチ／小物入れ	服に付いている場合、 x2 はその服も。 ポケット 	{dakli}, {taxfu}, {bakfu}
dasni	gismu	das			x_1 は x_2 を x_3 （着用様式）で着ている／履いている／被っている／身に付けている	身に着けている状態を表す。 「{co'a} {dasni}／着る」「{co'u} {dasni}／脱ぐ」 x_2 は、 {taxfu} と違って、着用目的で作られたものでなくても構わない。 着用 	{taxfu}
daspo	gismu	spo			x_1 （事）は x_2 を破壊する／破滅させる／倒す；x_1 は破壊的	破壊 	{spofu}, {xrani}, {marxa}, {zalvi}, {xaksu}
dasri	gismu	sri			x_1 は x_2 （素材）のリボン／テープ／帯	「セロハンテープ」も。 帯（おび） 	{djine}
datka	gismu				x_1 は x_2 （種類）のアヒル	アヒル 	{gunse} (上位概念) < {cipni} (上位概念)
datni	gismu				x_1 は x_2 （題目）について x_3 （方法）で得たデータ／情報／統計	情報 	{fatci}, {saske}, {vreji}
datru	experimental gismu				x_1 （事）は x_2 （日）・ x_3 （月）・ x_4 （年）・ x_5 （暦） の日付 （に生じる）	{detri} は十分に文化中立的な日付システムとして機能していないという声がある。さらに日付の機構に{pi'e}や{joi}を使うのは不十分であり、日・月・年の要素をそれぞれPSに設けたほうがより一層すっきりしているように思われる。　	{masti}, {djedi}, {nanca}, {nu}, {fasnu}, {purci}, {balvi}, {jeftu}
decti	gismu	dec			x_1 は x_2 の、 x_3 （性質）におけるデシ／十分の一 ［1 x_1 0**-1］	デシ 	{grake}, {mitre}, {snidu}, {stero}, {delno}, {molro}, {kelvo}, {xampo}, {gradu}, {litce}, {merli}, {centi}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
degji	gismu	deg			x_1 は x_2 （本体）・ x_3 （箇所／肢）の指	比喩的に「半島」も。 指 	{nazbi}, {tamji}, {tance}, {xance}
dejni	gismu	dej			x_1 （者）は x_2 （物／事）を、 x_3 （者）に x_4 （事）をしてもらった借りとして負っている；x_1 は x_3 に恩義がある	x2 は「借金」なども。 恩義 	{jbera}, {janta}, {zivle}
dekpu	gismu				x_1 は x_2 （数）・ x_3 （基準）・ x_4 （下位単位）のガロン度	液量単位 ガロン 	{canlu}, {litce}, {rupnu}, {fepni}, {gutci}, {minli}, {merli}, {bunda}, {kramu}
dekto	gismu	dek			x_1 は x_2 の、 x_3 （性質）におけるデカ／十 ［1 x1 0**1］	デカ／十 	{grake}, {mitre}, {snidu}, {stero}, {delno}, {molro}, {kelvo}, {xampo}, {gradu}, {litce}, {merli}, {centi}, {decti}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
delno	gismu	del	de'o		x_1 は x_2 （数）・ x_3 （基準）のカンデラ／光度	カンデラ 	{centi}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
dembi	gismu	deb			x_1 は x_2 （種類）のマメ科植物（ラッカセイ／ハギ／ゲンゲ／インゲンマメ／アズキ／エンドウ／アカシア／オジギソウ等）	通常は果実／種子を指す。 豆 	{grute}, {sobde}, {tsiju}
denci	gismu	den	de'i		x_1 は x_2 （本体）の歯	歯 	{moklu}, {dakfu}, {pagre}, {jgalu}, {batci}, {bongu}
denmi	gismu	dem			x_1 は x_2 （性質）に関して濃厚／高密度	「密集」も。その場合、箇所としてx3の追加も。また、「晦渋」も。 濃厚 	{carmi}, {midju}, {viknu}
denpa	gismu	dep	de'a		x_1 は x_2 （事）を x_3 （状態）ながら待つ、 x_4 （事）の開始以前／再開以前に	x4は待ったあとに行われる事。 待つ 	{dicra}, {fanmo}, {sisti}, {fliba}, {pandi}
dertu	gismu	der	de'u		x_1 は x_2 （所／起源）・ x_3 （成分）の土壌／つち	土壌 	{kliti}, {terdi}, {loldi}
derxi	gismu	dre			x_1 は x_2 （物質）・ x_3 （所）の堆積／やま／積み重ね	堆積 	{cmana} (丘／山；下位概念)
desku	gismu	des			x_1 は x_2 （力）によって揺れる／震える；x_2 は x_1 を揺さぶる	揺れる 	{slilu}, {janbe}
detri	gismu	det			x_1 （数）は x_2 （事）・ x_3 （所）・ x_4 （暦）の日付	日付 	{de'i}, {djedi}, {jeftu}, {masti}, {nanca}, {tcika}
dicra	gismu	dir			x_1 （事）は x_2 （物／事）を x_3 （妨害性質）によって阻止／中断／妨害する	阻止 	{zunti}, {fanza}, {raktu}, {denpa}
didni	experimental gismu				x_1 は x_2 （命題）を x_3 （題目）について x_4 （一般法則）から演繹する	演繹 	{logji}, {jinvi}, {smadi}, {sucta}, {nusna}
dikca	gismu	dic			x_1 は x_2 （媒体）・ x_3 （特性）の電気	x3は「極性」「電圧」など。 電気 	{lindi}, {xampo}, {flecu}, {maksi}, {tcana}
diklo	gismu	klo			x_1 は x_2 （局所）・ x_3 （領域）について局所的／ローカル； x_1 は x_2 に局在する	特定の領域における部分的な範囲を表す。「AはBを殴った」「Bのどこを殴った？」における「どこ」が x2 に、「B」が x3 に当たる。「猫は部屋のベッドにいる／lo mlatu cu diklo lo ckana lo kumfa」 局所 	{di'o}, {jibni}, {zvati}, {cpana}, {nenri}, {lamji}, {stuzi}, {tcila}
dikni	gismu	dik			x_1 は x_2 （性質／動作）に関して x_3 （間隔）で周期的／規則的／循環する	周期的 	{slilu}, {rilti}, {xutla}, {manfo}, {boxna}
dilcu	gismu				x_1 は x_2 （被除数）・ x_3 （除数）・ x_4 （剰余）の商	商 	{frinu}, {fendi}, {katna}, {parbi}, {mekso}
dilnu	gismu	dil			x_1 は x_2 （物質）・ x_3 （大気成分）・ x_4 （層）の雲	「le lenku dilnu cu sutkla a'idai／寒い雲がいそぐ」（山頭火『行乞記（二）』） 雲 	{carvi}, {tcima}
dimna	gismu	dim			x_1 は x_2 の宿命／末路；x_2 は x_1 の運命にある	宿命 	{dapma}
dinju	gismu	dij	di'u		x_1 は x_2 （目的）のための建造物	建物 	{ginka}, {zdani}, {zarci}
dinko	gismu	di'o			x_1 は x_2 （素材）・ x_3 （特性）の鋲／釘	打ち込む留め具全般。「画鋲」も。 鋲 	{pijne}, {lasna}
dirba	gismu	dib			x_1 は x_2 （者）にとって貴重／あいらしい／大切	感情的／精神的に重宝すること。x1は物だけでなく事や性質も。 貴重 	{tcika}, {kargu}, {vamji}, {vajni}, {pleji}, {jadni}, {jemna}
dirce	gismu	di'e			x_1 は x_2 を放射する	放射 	{gusni}
dirgo	gismu	dig			x_1 は x_2 （物質）の雫／滴	x1を包む物質としてx3の追加も。 雫 	{daplu}, {bidju}
ditcu	experimental gismu				x_1 は x_2 （事）の継続時間	試験的 gismu。「temci」と違い、開始時点と終了時点は特定されない。 継続時間 	{cacra}, {cedra}, {citsi}, {ranji}, {tcika}, {junla}, {renvi}, {temci}, {canlu}
dizlo	gismu	diz	dzi		x_1 は x_2 （照合枠）・ x_3 （基点）において低い	低い 	{cnita}, {galtu}, {gapru}, {farna}, {loldi}
djacu	gismu	jac	jau		x_1 は水；x_1 は水溶性／含水の	水 	{lalxu}, {rirxe}, {xamsi}, {limna}, {litki}, {lumci}, {bumru}, {jinto}
djedi	gismu	dje	dei		x_1 は x_2 （数）・ x_3 （基準）の満日	日 	{donri}, {detri}, {jeftu}, {masti}, {nanca}, {nicte}, {tcika}
djica	gismu	dji			x_1 は x_2 （事）を x_3 （目的）のために欲する／求める；　x_1 は x_3 （目的）のために x_2 （事）という欲求を満たしたい	x2にモノを入れたい場合は、{tu'a} や {zo'e} {pe} を使う。本能的欲求も。　	{taske}, {xagji}, {mukti}, {nitcu}, {nelci}, {pacna}, {prami}, {rigni}, {trina}, {xebni}, {xlura}
djine	gismu	jin			x_1 は x_2 （内直径）・ x_3 （外直径）の環／輪／円；x_1 は環状／円環面状	環 	{clupa}, {cukla}, {dasri}, {karli}, {sovda}, {sruri}, {konju}
djuno	gismu	jun	ju'o		x_1 は x_2 （命題）・ x_3 （題目）を x_4 （認識体系）で知る	知る 	{se} {slabu}, {na'e} {cnino}, {na'e} {fange}; {du'o}, {cilre}, {certu}, {facki}, {jijnu}, {jimpe}, {senpi}, {smadi}, {kakne}, {birti}, {mipri}, {morji}, {saske}, {viska}
donri	gismu	dor	do'i		x_1 は x_2 （日）・ x_3 （所）の昼間／日中；x_1 は昼行性	昼間 	{nicte}, {djedi}, {tcika}
dotco	gismu	dot	do'o		x_1 は x_2 （性質面）に関してドイツ／ゲルマン系（言語／文化／民族／地理）	ドイツ 	{ropno}
draci	gismu				x_1 は x_2 （内容）・ x_3 （作家）・ x_4 （観衆）・ x_5 （役者）の（舞台）劇	劇 	{finti}, {cukta}, {lisri}, {cfika}
drani	gismu	dra			x_1 は x_2 （性質）に関して x_3 （状況）のとき x_4 （基準）において正しい／正確／適宜	正しい 	{srera}, {mapti}
drata	gismu	dat			x_1 は x_2 ではない何か、 x_3 （基準）において；x_1 は他のもの	他 	{mintu}, {frica}
drudi	gismu	rud	dru		x_1 は x_2 （本体）の屋根／天井／屋上／蓋	屋根 	{bitmu}, {stedu}, {galtu}, {gapru}, {loldi}, {marbi}, {gacri}, {mapku}; {drudi}, {mapku}
dugri	gismu	dug			x_1 は x_2 ・ x_3 （底）の対数	対数 	{tenfa}
dukse	gismu	dus	du'e		x_1 は x_2 （性質）が x_3 （基準）において過剰	過剰 	{bancu}, {banzu}, {ricfu}, {zmadu}
dukti	gismu	dut			x_1 は x_2 の正反対、 x_3 （基準／性質）において	正反対 	{ranxi}, {ragve}, {fatne}
dunda	gismu	dud	du'a		x_1 は x_2 を x_3 （者）に与える／贈る／授ける	支払いや返済の無い授与行為。 x2 は物だけでなく事や性質も。 ・大意： 与える
dunja	gismu	duj			x_1 は x_2 （温度）・ x_3 （圧力）で凍る；x_1 は凍っている	凍る 	{febvi}, {lunsa}, {runme}, {sligu}
dunku	gismu	duk	du'u		x_1 は x_2 （事）について苦悩／苦悶する	強い感情的苦痛。 苦悩 	{fengu}, {surla}
dunli	gismu	dun	du'i		x_1 は x_2 と x_3 （性質）に関して同等	特に性質／数量における等しさを表し、アイデンティティの同一は含意されない。同一性は「du」。 同等 	{du'i}, {satci}, {frica}, {simsa}, {mintu}
dunra	gismu	dur			x_1 は x_2 （年）・ x_3 （所）の冬季	冬 	{citsi}, {crisa}, {critu}, {vensa}
dzena	gismu	dze			x_1 （者）は x_2 （者）・ x_3 （関係）の先祖／先人；x_1 は先駆者	「先輩」も。 先祖 	{patfu}, {rirni}, {tamne}
dzipo	gismu	zip	zi'o		x_1 は x_2 （性質面）に関して南極系	南極 	{ketco}, {friko}, {sralo}, {terdi}
facki	gismu	fak	fa'i		x_1 は x_2 （命題）を x_3 （題目）について発見する；x_1 は x_3 （物）を見つける／探し当てる	「pu facki lo du'u lo mi mamta cu zvati la kordoban.／私の母はコルドバに居るということがわかった」 発見 	{cirko}, {djuno}, {jijnu}, {smadi}, {sisku}
fadni	gismu	fad			x_1 は x_2 （性質）・ x_3 （集合）において平凡／通常／普通	「ra fadni lo ni clani lo'i se gugdenulu／彼の身長はオランダ人としては普通だ」 平凡 	{cafne}, {rirci}, {kampu}, {lakne}, {tcaci}, {cnano}
fagri	gismu	fag			x_1 は x_2 （燃料）・ x_3 （酸化料）による火／炎	「o'i fagri snuti／火の用心」 火 	{jelca}, {sacki}
falnu	gismu	fan			x_1 は x_2 を集めて x_3 （乗物）が航行／帆走するための帆	x_2 は空気・太陽風など。 「lo se blozeile'a cu te falnu／海賊船が帆走する」 帆走 	{bloti}
famti	gismu				x_1 （者）は x_2 （者）・ x_3 （血縁関係）のおじ／おば	「lo mi famti ma kau zvati sei na djuno／[おじ／おば]が行方不明だ」 おじ／おば 	{bruna}, {mamta}, {mensi}, {patfu}, {rirni}, {tamne}
fancu	gismu				x_1 は x_2 （変域／定義域）・ x_3 （値域）・ x_4 （式／表現）の関数	関数 	{mekso}, {bridi}
fange	gismu				x_1 は x_2 にたいして x_3 （性質）の点で異質／外来／別世界的／風変わり	異質 	{cizra}, {jbena}, {ckini}
fanmo	gismu	fam	fa'o		x_1 は x_2 （物／過程）の終わり	終了状態全般。達成／完了しているとはかぎらない。 終わり 	{krasi}, {cfari}, {mulno}, {sisti}, {denpa}, {jipno}, {kojna}, {traji}, {krasi}
fanri	gismu				x_1 は x_2 を x_3 （材料）から製造する工場／鋳造工場／工業プラント／製作所	工場 	{molki} (下位概念), {gundi}
fanta	gismu				x_1 は x_2 （事）の発生を防ぐ／抑える	防ぐ 	{pinfu}, {bandu}, {zunti}, {rinju}, {jimte}, {bapli}, {rivbi}
fanva	gismu				x_1 は x_2 （文字列）を x_3 （言語）に x_4 （言語）から翻訳し、 x_5 （文字列）を生む	翻訳 	{cusku}, {bangu}
fanza	gismu	faz			x_1 （事）は x_2 の気に障る／をいらいらさせる；x_2 は x_1 でを苛つく；x_1 は邪魔	気に障る 	{fengu}, {raktu}, {dicra}, {tunta}, {zunti}, {jicla}
fapro	gismu	fap	pro		x_1 は x_2 （者／物／力）に、 x_3 （事）について対抗する	対抗 	{bandu}, {bradi}, {darlu}, {damba}, {jivna}, {lanxe}, {rivbi}, {sarji}, {xarnu}
farlu	gismu	fal	fa'u		x_1 は x_2 に x_3 から、 x_4 （照合枠／重力井戸）において落ちる／降る	「落とす」は {falcru}, {falri'a}. 落ちる 	{lafti}, {cpare}, {klama}, {sfubu}
farna	gismu	far	fa'a		x_1 は x_2 （物／事）・ x_3 （照合枠）の向き／方向／方角；x_3 から観て x_2 は x_1 のほうにある	方向 	{zunle}, {pritu}, {galtu}, {gapru}, {cnita}, {dizlo}, {berti}, {snanu}, {stuna}, {stici}, {purci}, {balvi}, {lidne}
farvi	gismu	fav			x_1 は x_2 に x_3 から x_4 （過程）を通じて発達／発展／進化する	発達 	{pruce}, {banro}, {makcu}, {ciste}, {cupra}, {ferti}
fasnu	gismu	fau			x_1 は事／出来事／事件／事象／現象；x_1 は起こる／生じる／発生する	事 	{fau}, {krefu}, {lifri}, {fatci}, {rapli}; {gasnu}, {zukte}, {banli}
fatci	gismu	fac			x_1 （命題）は事実／現実	事実 	{da'inai}, {datni}, {jitfa}, {sucta}, {xanri}, {jetnu}, {fasnu}, {zasti}, {cfika}, {saske}
fatne	gismu	fat	fa'e		x_1 （順序）は x_2 （順序）と逆；x_1 （物）は x_2 （物）の逆さま	逆 	{fa'e}, {dukti}
fatri	gismu	fai			x_1 （物）は x_2 （受け手）に x_3 （分け前）で分配／配当される／割り当てられる	「配布」「配給」「配当」も。 分配 	{fa'u}, {fendi}, {preja}, {katna}, {tcana}
febvi	gismu	feb			x_1 は x_2 （温度）・ x_3 （圧力）において沸騰／蒸発する	沸騰 	{dunja}, {lunsa}, {runme}
femti	gismu	fem			x_1 は x_2 の、 x_3 （性質）におけるフェムト／千兆分の一 ［1 x_1 0**-15］	フェムト 	{grake}, {mitre}, {snidu}, {stero}, {delno}, {molro}, {kelvo}, {xampo}, {gradu}, {litce}, {merli}, {centi}, {decti}, {dekto}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro}
fendi	gismu	fed			x_1 （者）は x_2 を x_3 （部分／個）に x_4 （方法／区分）によって分ける	分ける 	{sepli}, {bitmu}, {fatri}, {dilcu}, {katna}, {frinu}
fengu	gismu	feg	fe'u		x_1 は x_2 （者）にたいして x_3 （事／性質）について憤慨している／怒っている	憤慨 	{fanza}, {dunku}
fenki	gismu	fek			x_1 （事／行為）は x_2 の観点で狂気の沙汰	x1を人とする際は「jai」もしくは「tu'a」を加える。 狂気 	{bebna}, {racli}, {xajmi}
fenra	gismu	fer	fe'a		x_1 は x_2 の割れ目／裂け目	「亀裂」「谷間」「峡谷」「山峡」も。 裂け目 	{kevna}, {cfila}, {jinto}
fenso	gismu	fen	fe'o		x_1 は x_2 （集合）を x_3 （縫い具）・ x_4 （縫い糸）で縫い合わせる	縫合 	{cilta}, {jivbu}, {jorne}, {nivji}, {pijne}, {lasna}
fepni	gismu	fep	fei		x_1 は x_2 （数量）・ x_3 （通貨体系）の下位単位／銭／セント／コペック	銭 	{sicni}, {jdini}, {jdima}, {vecnu}, {rupnu}, {dekpu}, {gutci}, {minli}, {merli}, {bunda}, {kramu}
fepri	gismu				x_1 は x_2 （本体）の肺／呼吸器官	肺 	{pambe}, {vasxu}
ferti	gismu	fre			x_1 は x_2 の成長／発達に関して肥沃／豊穣／多産／多作	「彼女（x1）は推理小説（ x2 ）の多作家だ」。 肥沃 	{vanbi}, {sidju}, {rorci}, {farvi}, {banro}, {cange}
festi	gismu	fes			x_1 は x_2 （事／動作）の残り物／ごみ／くず	排出する行為は「vikmi」。 ごみ 	{xaksu}, {kalci}, {pinca}
fetsi	gismu	fet	fe'i		x_1 は x_2 （生物種）の、 x_3 （体現性質）に基づく女性／雌；x_1 は女性的	女性 	{nakni}
figre	gismu	fig			x_1 は x_2 （種類）のイチジク属植物（ビワ／イチジク／ベンジャミン等）	イチジク 	{grute}
filso	gismu	fis			x_1 は x_2 （性質面）に関してパレスチナ系（言語／文化／民族／地理）	パレスチナ 	{jordo}, {xebro}
finpe	gismu	fip	fi'e		x_1 は x_2 （種類）の魚	脊椎動物亜門のうち、四肢動物以外のもの全て。 魚 	{danlu}
finti	gismu	fin	fi'i		x_1 は x_2 を x_3 （目的／機能）のために x_4 （既存要素）から創る／発明する／著する；x_1 は創作的	創る 	{fi'e}, {ciska}, {pemci}, {zbasu}, {larcu}, {prosa}, {skina}
firca	experimental gismu				x_1 は x_2 （者）と、 x_3 （行為）をしていちゃつく／浮気する	いちゃつく 	{prami}, {cinse}
flalu	gismu	fla			x_1 は x_2 （事）を x_3 （共同体）のために x_4 （条件）で x_5 （者）が制定した法律／条例；x_2 は合法的	x3は「国家」「州」「市」など。 法律 	{javni}, {ritli}, {zekri}, {pulji}, {tinbe}
flani	gismu				x_1 は簧（した／リード）を用いない木管楽器／フルート／横笛／リコーダー	「オカリナ」「尺八」「呼子笛（ホイッスル）」など 無簧楽器 	{zgike}
flecu	gismu	fle			x_1 は x_2 の／における、 x_3 （終点）へ x_4 （始点）からの流れ；x_2 は流れる	流れる 	{rirxe}, {senta}, {rinci}, {xampo}, {dikca}, {sakci}, {gapci}, {litki}, {ciblu}
fliba	gismu	fli			x_1 は x_2 （事）に失敗する；x_1 は x_2 を怠る	x2 は達成されなかった／実現されなかった事。 失敗 	{cfila}, {snada}, {srera}, {troci}, {sisti}, {ranji}, {denpa}, {bebna}, {zunti}
flira	gismu	fir			x_1 は x_2 （本体）の顔；x_1 は表情的	顔 	{sefta}, {stedu}, {crane}, {mebri}
foldi	gismu	flo	foi		x_1 は x_2 （物質）の地帯／地域	「森林地帯／ricfoi」「野原／sasfoi」など。 地帯 	{purdi}, {cange}
fonmo	gismu	fom	fo'o		x_1 は x_2 （成分）の泡	口から吹く「泡つばき」も。 泡 	{zbabu}
fonxa	gismu	fon			x_1 は x_2 （システム／ネットワーク）の電話端末／モデム	電話 	{tcana}
forca	gismu	fro			x_1 は x_2 （目的）・ x_3 （分岐物／歯）のフォーク／くま手／またぐわ	フォーク 	{dakfu}, {smuci}, {komcu}, {tutci}
fraso	gismu	fas			x_1 は x_2 （性質面）に関してフランス／ガリア／ゴール系（言語／文化／民族／地理）	フランス 	{ropno}
frati	gismu	fra			x_1 は x_2 （動作／行為）によって x_3 （刺激／要因）に反応する／呼応する	反応 	{preti}, {danfu}, {spuda}, {cpedu}, {tarti}
fraxu	gismu	fax			x_1 は x_2 を x_3 （事）について許す／容赦する	許す 	{dunda}, {curmi}, {zungi}
frica	gismu	fic			x_1 は x_2 と、 x_3 （性質）に関して違う／異なる	違う 	{ranxi}, {drata}, {dunli}, {simsa}, {vrici}
friko	gismu	fi'o			x_1 は x_2 （性質面）に関してアフリカ系（言語／文化／民族／地理）	アフリカ 	{ropno}, {xazdo}
frili	gismu	fil			x_1 （事）は x_2 （者）にとって x_3 （条件）において簡単／容易；x_2 は x_1 をた易くこなす	容易 	{nandu}, {sampu}, {zifre}
frinu	gismu				x_1 は x_2 （分子）・ x_3 （分母）の分数	分数 	{parbi}, {dilcu}, {mekso}, {fendi}
friti	gismu	fit			x_1 は x_2 （物／事）を x_3 に x_4 （条件）で進呈する／オファーする	見返りを求めない進呈の場合、x4は「受託」となる。 進呈 	{canja}, {dunda}, {rinsa}, {vecnu}, {jdima}, {cnemu}, {pleji}, {vitke}
frumu	gismu	fru			x_1 は x_2 （者／事）に対してしかめつらをする／まゆを寄せる／難色を示す；x_1 はしかめつら	しかめつら 	{cmila}, {cisma}
fukpi	gismu	fuk	fu'i		x_1 は x_2 （対象）の、 x_3 （媒体／形態）への、 x_4 （方法）による複製／コピー／レプリカ／クローン	複製 	{krefu}, {rapli}, {gidva}
fulta	gismu	ful	flu		x_1 は x_2 （気体／液体）に浮かぶ；x_1 は浮遊物	浮かぶ 	{limna}, {bloti}, {sakli}
funca	gismu	fun	fu'a		x_1 （事／性質）は x_2 の運；x_1 はまぐれ／めぐり合わせ	運 	{cunso}, {mabla}, {zabna}
fusra	gismu	fur			x_1 は x_2 （原因）によって腐敗／発酵する；x_1 は腐っている／錆びている	発酵の場合、 x2 は「酵母」など。 腐敗 	{birje}, {vanju}, {vifne}
fuzme	gismu	fuz	fu'e		x_1 は x_2 （事）について x_3 （断裁／権限）の観点で責任がある	責任 	{bilga}
gacri	gismu	gai			x_1 は x_2 の覆い／蓋／カバー；x_1 は x_2 に被さっている	「仮面」なども。 覆い 	{pilka}, {gapru}, {marbi}, {drudi}, {ve} {botpi}, {bitmu}, {calku}
gadri	gismu	gad			x_1 は x_2 （修飾対象）・ x_3 （言語）・ x_4 （意味／機能）の冠詞／標識	冠詞 	{valsi}, {cmavo}
galfi	gismu	gaf	ga'i		x_1 は x_2 を x_3 に改変する／変える	「cenba」と違い、他動的で、結果が含意される。 改変 	{stika}, {binxo}, {cenba}; {zasni}
galtu	gismu	gal	ga'u		x_1 は x_2 （照合枠）・ x_3 （基点）において高い	高い 	{gapru}, {dizlo}, {cnita}, {drudi}, {farna}
galxe	gismu				x_1 は x_2 （本体）の喉／咽喉／食道	喉 	{cnebo}, {kevna}, {tunlo}
ganlo	gismu	ga'o			x_1 は x_2 （到達されないもの／所）にたいして x_3 （通過を妨げられているもの）にとって閉まっている； x_1 は x_3 が x_2 へ達することを妨げる 	x_1 はドアなどのほか、半透膜も。 閉鎖 	{kalri}, {pagre}, {canko}, {vorme}, {zunti}
ganra	gismu	gan			x_1 は x_2 （次元）・ x_3 （基準）において広い／幅がある／ワイド	広い 	{clani}, {jarki}, {rotsu}, {condi}, {barda}, {gutci}, {minli}
ganse	gismu	gas	ga'e		x_1 （者）は x_2 （性質）を x_3 （手段）によって、 x_4 （環境条件）のもと感知／感得する／感じ取る；x_1 は x_2 にたいして敏感／センシティヴ	感知 	{pencu}, {sanji}, {viska}, {sumne}, {tirna}, {zgana}, {canci}, {simlu}
ganti	gismu				x_1 は x_2 （本体）・ x_3 （性別）の睾丸／精巣／卵巣／子房／陰嚢（いんのう）／生殖腺／性腺／雄ずい／雄しべ／雌ずい／雌しべ	生殖腺 	{plibu}, {sovda}, {pinji}, {gutra}, {mabla}
